Date,Air Temperature Average (degF),Precipitation Increment - Snow-adj (in),Change In Precipitation Increment - Snow-adj (in),Change In Soil Moisture Percent -8in (pct)
11/6/15,35,0,-0.1,-0.5
11/7/15,36,0,0,-0.1
11/8/15,41,0,0,-0.2
11/9/15,33,0.3,0.3,0
11/10/15,33,0,-0.3,0.3
11/11/15,33,0.1,0.1,0
11/12/15,36,0,-0.1,-0.2
11/13/15,39,0,0,-0.1
11/14/15,43,0,0,-0.2
11/15/15,37,0,0,0.1
11/16/15,27,0,0,-0.3
11/17/15,35,0.2,0.2,0.1
11/18/15,40,0,-0.2,-0.2
11/19/15,43,0.3,0.3,0.7
11/20/15,37,0,-0.3,5.1
11/21/15,40,0,0,-2.4
11/22/15,42,0,0,-1.4
11/23/15,41,0,0,-1.4
11/24/15,38,0,0,-0.5
11/25/15,24,0.2,0.2,0.2
11/26/15,23,0,-0.2,0.1
11/27/15,22,0,0,0
11/28/15,23,0,0,-0.2
11/29/15,24,0,0,-0.8
11/30/15,26,0,0,-0.4
12/1/15,32,0.1,0.1,-0.6
12/2/15,36,0.2,0.1,-0.5
12/3/15,41,0.1,-0.1,-0.3
12/4/15,34,0,-0.1,-0.3
12/5/15,34,0.1,0.1,-0.1
12/6/15,41,0,-0.1,-0.2
12/7/15,45,0.1,0.1,7.3
12/8/15,45,0,-0.1,0.4
12/9/15,46,0,0,-1.2
12/10/15,37,0.5,0.5,-0.7
12/11/15,30,0.3,-0.2,0.6
12/12/15,31,0.4,0.1,-0.7
12/13/15,34,0.4,0,-0.4
12/14/15,25,0.2,-0.2,0.6
12/15/15,25,0,-0.2,-0.2
12/16/15,25,0,0,-0.2
12/17/15,28,0.5,0.5,-0.4
12/18/15,38,0.1,-0.4,0.1
12/19/15,34,0.1,0,-0.3
12/20/15,27,0.2,0.1,0.1
12/21/15,34,1,0.8,0.4
12/22/15,31,1.6,0.6,-0.5
12/23/15,26,0.3,-1.3,-0.1
12/24/15,24,0.5,0.2,0.3
12/25/15,21,0,-0.5,0
12/26/15,18,0,0,-0.3
12/27/15,19,0,0,0.5
12/28/15,22,0,0,-0.5
12/29/15,21,0,0,0.1
12/30/15,19,0,0,-0.1
12/31/15,16,0,0,0.2
1/1/16,21,0,0,-0.3
1/2/16,21,0.1,0.1,0.1
1/3/16,33,0,-0.1,-0.2
1/4/16,36,0,0,-0.2
1/5/16,34,0.1,0.1,0.1
1/6/16,31,0.1,0,-0.3
1/7/16,30,0,-0.1,0.4
1/8/16,29,0,0,-0.1
1/9/16,25,0,0,0.2
1/10/16,26,0,0,-0.5
1/11/16,21,0,0,0.1
1/12/16,31,0.1,0.1,0.1
1/13/16,33,0.4,0.3,0.2
1/14/16,27,0.7,0.3,-0.3
1/15/16,29,0.2,-0.5,0.1
1/16/16,33,0.3,0.1,-0.1
1/17/16,37,0.1,-0.2,0
1/18/16,35,0.4,0.3,0.3
1/19/16,34,0.2,-0.2,0
1/20/16,33,0,-0.2,0
1/21/16,38,0.1,0.1,-0.1
1/22/16,36,0,-0.1,-0.1
1/23/16,35,0.3,0.3,0.5
1/24/16,31,0,-0.3,-0.5
1/25/16,30,0,0,0.1
1/26/16,32,0,0,0.4
1/27/16,35,0,0,-0.4
1/28/16,36,0.2,0.2,0.4
1/29/16,38,2.6,2.4,0
1/30/16,28,0.3,-2.3,7.1
1/31/16,24,0,-0.3,-4.1
2/1/16,23,0,0,-1
2/2/16,20,0,0,-0.6
2/3/16,21,0,0,0
2/4/16,29,0,0,-0.2
2/5/16,32,0,0,-0.4
2/6/16,34,0,0,-0.5
2/7/16,41,0,0,0.4
2/8/16,47,0,0,-0.3
2/9/16,49,0,0,0.1
2/10/16,45,0,0,0
2/11/16,47,0,0,0.4
2/12/16,46,0,0,-0.1
2/13/16,43,0,0,0.1
2/14/16,43,0,0,-0.1
2/15/16,45,0,0,1.2
2/16/16,46,0,0,0.8
2/17/16,46,0.1,0.1,-0.3
2/18/16,35,0.2,0.1,-0.5
2/19/16,38,0,-0.2,-0.3
2/20/16,36,0,0,-0.6
2/21/16,41,0,0,0.1
2/22/16,35,0,0,-0.1
2/23/16,33,0,0,0.2
2/24/16,41,0,0,-0.4
2/25/16,47,0,0,0.1
2/26/16,49,0,0,1
2/27/16,42,0,0,-0.2
2/28/16,44,0,0,-0.1
2/29/16,42,0,0,0.9
3/1/16,46,0,0,-0.3
3/2/16,46,0,0,2
3/3/16,47,0,0,-1
3/4/16,46,0.1,0.1,0.4
3/5/16,47,0.1,0,0.4
3/6/16,38,0.8,0.7,1.7
3/7/16,33,0.3,-0.5,-1.3
3/8/16,34,0.1,-0.2,-1.2
3/9/16,37,0.2,0.1,-0.4
3/10/16,46,0.9,0.7,-0.2
3/11/16,42,0.2,-0.7,6.6
3/12/16,37,0.2,0,-3
3/13/16,39,0.5,0.3,-1.8
3/14/16,33,0.9,0.4,-0.5
3/15/16,33,0,-0.9,-0.9
3/16/16,39,0,0,-0.1
3/17/16,43,0,0,-0.4
3/18/16,43,0,0,0.8
3/19/16,51,0,0,0.4
3/20/16,49,0.2,0.2,0.2
3/21/16,42,0.1,-0.1,2.2
3/22/16,31,0.6,0.5,-0.9
3/23/16,37,0.1,-0.5,-2.1
3/24/16,42,0,-0.1,-0.5
3/25/16,36,0,0,0.9
3/26/16,36,0,0,0
3/27/16,40,0,0,0.1
3/28/16,31,0.2,0.2,-0.4
3/29/16,32,0.1,-0.1,-0.7
3/30/16,40,0,-0.1,-0.8
3/31/16,45,0,0,0.9
4/1/16,49,0,0,1.1
4/2/16,53,0,0,0.1
4/3/16,54,0,0,0.2
4/4/16,49,0,0,-0.3
4/5/16,44,0,0,-1.5
4/6/16,52,0,0,-0.7
4/7/16,59,0,0,-0.4
4/8/16,58,0,0,-0.7
4/9/16,53,0,0,0
4/10/16,49,0,0,-0.3
4/11/16,51,0,0,0.1
4/12/16,49,0.2,0.2,-0.5
4/13/16,44,0,-0.2,-0.3
4/14/16,37,0,0,0.6
4/15/16,36,0.1,0.1,-0.1
4/16/16,45,0,-0.1,0.5
4/17/16,52,0,0,-0.3
4/18/16,54,0,0,-0.7
4/19/16,56,0,0,-0.2
4/20/16,59,0.1,0.1,-0.4
4/21/16,59,0,-0.1,-0.4
4/22/16,48,0,0,-0.3
4/23/16,43,0,0,-0.8
4/24/16,41,0.4,0.4,-0.1
4/25/16,37,0.1,-0.3,0.7
4/26/16,40,0,-0.1,1.9
4/27/16,38,0.4,0.4,0
4/28/16,44,0,-0.4,2.3
4/29/16,42,0.1,0.1,-0.9
4/30/16,43,0,-0.1,0.4
5/1/16,46,0,0,-1
5/2/16,51,0,0,-0.4
5/3/16,56,0,0,-0.1
5/4/16,58,0,0,-0.7
5/5/16,54,0,0,-0.6
5/6/16,50,0.4,0.4,-0.6
5/7/16,50,0.1,-0.3,0.9
5/8/16,53,0.1,0,0.6
5/9/16,48,0,-0.1,0.7
5/10/16,44,0,0,-0.9
5/11/16,49,0,0,-1
5/12/16,59,0,0,-0.4
5/13/16,64,0,0,-0.6
5/14/16,57,0,0,-0.5
5/15/16,46,0,0,-0.4
5/16/16,44,0.3,0.3,-0.7
5/17/16,53,0,-0.3,0
5/18/16,58,0,0,0.1
5/19/16,53,0,0,-0.2
5/20/16,44,0,0,-0.6
5/21/16,39,0.2,0.2,-0.1
5/22/16,43,0,-0.2,-0.4
5/23/16,47,0,0,-0.4
5/24/16,48,0,0,-0.2
5/25/16,46,0.1,0.1,0
5/26/16,52,0.1,0,-0.2
5/27/16,52,0,-0.1,0
5/28/16,53,0,0,-0.2
5/29/16,60,0,0,-0.2
5/30/16,59,0,0,-0.2
5/31/16,61,0,0,-0.3
6/1/16,67,0,0,-0.1
6/2/16,66,0,0,-0.4
6/3/16,66,0,0,-0.4
6/4/16,71,0,0,-0.5
6/5/16,71,0,0,-0.2
6/6/16,69,0,0,-0.4
6/7/16,71,0,0,-0.1
6/8/16,71,0,0,0
6/9/16,64,0,0,-0.3
6/10/16,62,0,0,-0.4
6/11/16,53,0,0,0.1
6/12/16,56,0,0,-0.4
6/13/16,60,0,0,-0.1
6/14/16,54,0,0,0
6/15/16,46,0,0,-0.3
6/16/16,47,0,0,-0.4
6/17/16,58,0,0,0.1
6/18/16,57,0,0,0.1
6/19/16,59,0,0,0
6/20/16,71,0,0,0.3
6/21/16,68,0,0,-0.1
6/22/16,69,0,0,-0.1
6/23/16,67,0,0,0
6/24/16,60,0,0,0.1
6/25/16,60,0,0,-0.2
6/26/16,71,0,0,-0.1
6/27/16,75,0,0,0.2
6/28/16,76,0,0,-0.1
6/29/16,75,0,0,0.2
6/30/16,74,0,0,-0.2
7/1/16,73,0,0,0.1
7/2/16,74,0,0,0.1
7/3/16,73,0,0,0
7/4/16,69,0,0,-0.1
7/5/16,66,0,0,-0.1
7/6/16,64,0,0,0
7/7/16,67,0,0,0.1
7/8/16,66,0,0,-0.2
7/9/16,64,0,0,0
7/10/16,52,0,0,0
7/11/16,54,0,0,-0.3
7/12/16,64,0,0,0
7/13/16,65,0,0,0.1
7/14/16,70,0,0,0.1
7/15/16,71,0,0,0
7/16/16,66,0,0,-0.1
7/17/16,68,0,0,0
7/18/16,68,0,0,0
7/19/16,68,0,0,0.2
7/20/16,69,0,0,-0.1
7/21/16,73,0,0,-0.1
7/22/16,70,0,0,0.1
7/23/16,68,0,0,0.1
7/24/16,71,0,0,-0.3
7/25/16,76,0,0,0.2
7/26/16,76,0,0,0.2
7/27/16,79,0,0,-0.2
7/28/16,78,0,0,0
7/29/16,80,0,0,0.2
7/30/16,79,0,0,-0.1
7/31/16,75,0,0,0
8/1/16,73,0,0,0
8/2/16,74,0,0,-0.2
8/3/16,67,0,0,-0.2
8/4/16,70,0,0,0.1
8/5/16,72,0,0,-0.2
8/6/16,68,0,0,0.2
8/7/16,66,0,0,-0.2
8/8/16,65,0,0,0.1
8/9/16,61,0,0,-0.3
8/10/16,62,0,0,0.2
8/11/16,66,0,0,-0.3
8/12/16,71,0,0,0.2
8/13/16,74,0,0,-0.1
8/14/16,77,0,0,0.3
8/15/16,74,0,0,-0.2
8/16/16,75,0,0,-0.2
8/17/16,74,0,0,0.3
8/18/16,74,0,0,-0.3
8/19/16,73,0,0,0.1
8/20/16,74,0,0,-0.2
8/21/16,74,0,0,0
8/22/16,71,0,0,0
8/23/16,66,0.1,0.1,0.1
8/24/16,64,0,-0.1,0.1
8/25/16,63,0,0,-0.3
8/26/16,65,0,0,-0.1
8/27/16,69,0,0,-0.2
8/28/16,71,0,0,0
8/29/16,71,0,0,0.2
8/30/16,73,0,0,0
8/31/16,72,0,0,-0.1
9/1/16,68,0,0,0.2
9/2/16,60,0,0,-0.1
9/3/16,57,0,0,-0.3
9/4/16,51,0,0,-0.1
9/5/16,52,0,0,-0.2
9/6/16,58,0,0,-0.4
9/7/16,58,0,0,0.2
9/8/16,63,0,0,0
9/9/16,60,0,0,0.2
9/10/16,65,0,0,-0.1
9/11/16,67,0,0,-0.1
9/12/16,53,0,0,0.3
9/13/16,47,0.1,0.1,-0.3
9/14/16,51,0,-0.1,-0.5
9/15/16,57,0,0,0.2
9/16/16,59,0,0,-0.2
9/17/16,63,0,0,0.3
9/18/16,67,0,0,0
9/19/16,66,0,0,0
9/20/16,66,0,0,0.3
9/21/16,59,0.1,0.1,-0.1
9/22/16,46,0,-0.1,-0.1
9/23/16,47,0,0,-0.6
9/24/16,53,0,0,-0.1
9/25/16,60,0,0,0.2
9/26/16,65,0,0,-0.1
9/27/16,67,0,0,0
9/28/16,67,0,0,0.4
9/29/16,65,0,0,0
9/30/16,62,0,0,-0.1
10/1/16,53,0,0,0
10/2/16,48,0,0,0.2
10/3/16,40,0,0,-0.3
10/4/16,42,0,0,-0.1
10/5/16,42,0,0,0.1
10/6/16,44,0,0,-0.3
10/7/16,52,0,0,-0.2
10/8/16,58,0,0,0.3
10/9/16,60,0,0,0
10/10/16,56,0,0,0.1
10/11/16,53,0,0,0
10/12/16,54,0,0,0
10/13/16,54,0,0,-0.1
10/14/16,51,0.9,0.9,-0.2
10/15/16,50,0.1,-0.8,0.1
10/16/16,42,1.6,1.5,-0.2
10/17/16,42,0.2,-1.4,18.3
10/18/16,38,0.3,0.1,-2.7
10/19/16,41,0,-0.3,0.4
10/20/16,48,0,0,-0.8
10/21/16,53,0,0,-0.6
10/22/16,52,0,0,-0.6
10/23/16,55,0,0,-0.5
10/24/16,51,0.1,0.1,-0.3
10/25/16,51,0,-0.1,0
10/26/16,56,0,0,-0.3
10/27/16,54,0.5,0.5,-0.2
10/28/16,44,1.3,0.8,2.9
10/29/16,47,0.1,-1.2,1.8
10/30/16,45,1.1,1,-1.8
10/31/16,41,0.1,-1,2.2
11/1/16,38,0.2,0.1,-2.1
11/2/16,42,0,-0.2,0.5
11/3/16,48,0,0,-1.2
11/4/16,51,0,0,-0.4
11/5/16,51,0,0,-0.5
11/6/16,49,0,0,-0.1
11/7/16,50,0,0,-0.2
11/8/16,55,0,0,-0.4
11/9/16,56,0,0,-0.2
11/10/16,56,0,0,0.1
11/11/16,54,0,0,-0.3
11/12/16,51,0,0,-0.2
11/13/16,49,0,0,-0.2
11/14/16,53,0,0,-0.2
11/15/16,53,0,0,-0.3
11/16/16,33,0,0,-0.1
11/17/16,29,0,0,-0.1
11/18/16,35,0.2,0.2,-0.4
11/19/16,45,0,-0.2,-0.5
11/20/16,44,0,0,-0.3
11/21/16,37,0.1,0.1,0.6
11/22/16,35,0,-0.1,1
11/23/16,33,0.2,0.2,0.5
11/24/16,32,0,-0.2,-0.3
11/25/16,36,0.1,0.1,-0.5
11/26/16,39,0,-0.1,-0.5
11/27/16,30,0.7,0.7,-0.6
11/28/16,30,0.5,-0.2,-0.5
11/29/16,30,0,-0.5,0.3
11/30/16,29,0,0,0.2
12/1/16,27,0,0,0.1
12/2/16,25,0,0,0.3
12/3/16,31,0,0,-0.1
12/4/16,35,0,0,-0.1
12/5/16,24,0,0,0.2
12/6/16,22,0.2,0.2,0.2
12/7/16,18,0.1,-0.1,-0.2
12/8/16,27,0.5,0.4,-0.2
12/9/16,42,0.2,-0.3,0.1
12/10/16,35,3,2.8,0.6
12/11/16,31,0,-3,3.9
12/12/16,29,0,0,-0.7
12/13/16,31,0,0,-0.2
12/14/16,38,0.7,0.7,-0.3
12/15/16,41,1.2,0.5,-0.1
12/16/16,25,0,-1.2,1.7
12/17/16,14,0,0,-0.7
12/18/16,16,0,0,-0.7
12/19/16,24,0.2,0.2,-0.6
12/20/16,35,0,-0.2,-0.5
12/21/16,31,0,0,-0.1
12/22/16,30,0,0,-0.1
12/23/16,31,0.3,0.3,0.2
12/24/16,25,0.1,-0.2,-0.4
12/25/16,16,0,-0.1,-0.1
12/26/16,18,0,0,-0.2
12/27/16,25,0,0,-0.1
12/28/16,32,0,0,-0.4
12/29/16,37,0,0,-0.1
12/30/16,35,0,0,0
12/31/16,28,0,0,-0.2
1/1/17,23,0.2,0.2,-0.2
1/2/17,21,0.5,0.3,-0.1
1/3/17,25,1.6,1.1,0
1/4/17,26,0.5,-1.1,0
1/5/17,15,0,-0.5,-0.1
1/6/17,15,0.2,0.2,-0.1
1/7/17,25,0.3,0.1,0
1/8/17,38,1.3,1,0.3
1/9/17,35,0.3,-1,0.1
1/10/17,35,0.8,0.5,1.1
1/11/17,31,0.1,-0.7,0
1/12/17,29,0.1,0,0
1/13/17,29,0,-0.1,0
1/14/17,30,0,0,0.1
1/15/17,20,0,0,0
1/16/17,18,0,0,0
1/17/17,22,0.2,0.2,0
1/18/17,31,1,0.8,-0.2
1/19/17,32,0.1,-0.9,0.2
1/20/17,28,0.3,0.2,-0.2
1/21/17,30,0.1,-0.2,0
1/22/17,30,0,-0.1,-0.1
1/23/17,27,0,0,0.1
1/24/17,24,0,0,0
1/25/17,24,0,0,0.1
1/26/17,25,0,0,0
1/27/17,24,0,0,0
1/28/17,33,0,0,-0.1
1/29/17,39,0,0,0.1
1/30/17,36,0,0,-0.1
1/31/17,36,0,0,0.2
2/1/17,40,0,0,-0.2
2/2/17,36,0.1,0.1,0.1
2/3/17,38,0.1,0,0
2/4/17,40,0,-0.1,-0.1
2/5/17,39,0.1,0.1,0.1
2/6/17,38,0.6,0.5,-0.1
2/7/17,39,0.8,0.2,0.3
2/8/17,43,0.2,-0.6,0.4
2/9/17,48,0.1,-0.1,2
2/10/17,39,0.3,0.2,0.8
2/11/17,33,0,-0.3,-0.6
2/12/17,35,0,0,-0.7
2/13/17,39,0,0,-0.2
2/14/17,42,0,0,0.1
2/15/17,43,0,0,-0.2
2/16/17,42,0.1,0.1,0.1
2/17/17,36,0.6,0.5,0.2
2/18/17,38,0.3,-0.3,0.1
2/19/17,39,0.1,-0.2,0
2/20/17,40,0.6,0.5,0
2/21/17,35,0.1,-0.5,0.8
2/22/17,27,0.6,0.5,0
2/23/17,21,0.1,-0.5,-0.4
2/24/17,21,0,-0.1,-0.2
2/25/17,23,0,0,-0.1
2/26/17,25,0,0,-0.1
2/27/17,23,0,0,0
2/28/17,26,0.1,0.1,-0.1
3/1/17,31,0.2,0.1,-0.2
3/2/17,37,0.3,0.1,-0.1
3/3/17,42,0.3,0,0
3/4/17,41,0.1,-0.2,0
3/5/17,27,0,-0.1,-0.1
3/6/17,23,0,0,-0.1
3/7/17,33,0.3,0.3,0
3/8/17,42,0,-0.3,0
3/9/17,47,0,0,0.1
3/10/17,47,0,0,0.9
3/11/17,47,0,0,0.5
3/12/17,48,0,0,0.4
3/13/17,52,0,0,0.4
3/14/17,54,0,0,0.4
3/15/17,52,0,0,0.3
3/16/17,48,0.1,0.1,2.3
3/17/17,52,0,-0.1,-1.3
3/18/17,50,0.2,0.2,0
3/19/17,47,0,-0.2,1.8
3/20/17,50,0,0,-1.2
3/21/17,44,0.5,0.5,0.1
3/22/17,39,0,-0.5,-0.1
3/23/17,39,0,0,-1.3
3/24/17,40,0.5,0.5,-0.3
3/25/17,39,0,-0.5,1.2
3/26/17,38,0.3,0.3,-1.1
3/27/17,35,0.3,0,-1.1
3/28/17,38,0,-0.3,0.1
3/29/17,44,0.5,0.5,0.6
3/30/17,35,0.3,-0.2,2.7
3/31/17,39,0,-0.3,-2.6
4/1/17,45,0,0,0.4
4/2/17,43,0.3,0.3,0.5
4/3/17,36,0,-0.3,-0.2
4/4/17,39,0,0,-0.3
4/5/17,51,0,0,-0.1
4/6/17,50,0.1,0.1,0.4
4/7/17,42,0.4,0.3,-1.3
4/8/17,33,0.5,0.1,-0.5
4/9/17,35,0,-0.5,-0.5
4/10/17,39,0,0,1.2
4/11/17,43,0,0,-0.8
4/12/17,49,0,0,-0.7
4/13/17,37,0.4,0.4,-0.6
4/14/17,33,0.1,-0.3,1.2
4/15/17,39,0.1,0,0.4
4/16/17,48,0.1,0,-0.9
4/17/17,45,0.3,0.2,-0.4
4/18/17,44,0.3,0,1
4/19/17,44,0,-0.3,0.3
4/20/17,38,0.1,0.1,-1.1
4/21/17,41,0.1,0,0.3
4/22/17,49,0,-0.1,-0.6
4/23/17,48,0,0,-0.7
4/24/17,37,1.1,1.1,-0.2
4/25/17,38,0.1,-1,1.3
4/26/17,40,1.3,1.2,2
4/27/17,35,0,-1.3,0.5
4/28/17,34,0,0,-1.4
4/29/17,42,0,0,-1
4/30/17,49,0,0,-0.9
5/1/17,48,0,0,-0.5
5/2/17,51,0,0,-0.5
5/3/17,56,0,0,-0.5
5/4/17,63,0,0,-0.2
5/5/17,59,0.3,0.3,-0.4
5/6/17,50,0.2,-0.1,0.4
5/7/17,47,0,-0.2,0.4
5/8/17,49,0,0,0.6
5/9/17,56,0,0,-0.6
5/10/17,60,0,0,-0.5
5/11/17,60,0,0,-0.4
5/12/17,44,0,0,-0.6
5/13/17,38,0,0,-0.9
5/14/17,42,0,0,-0.7
5/15/17,45,0.1,0.1,0
5/16/17,39,1.2,1.1,-0.2
5/17/17,34,0.2,-1,6.6
5/18/17,43,0,-0.2,0.4
5/19/17,51,0,0,-1.3
5/20/17,56,0,0,-0.9
5/21/17,55,0,0,-0.7
5/22/17,60,0,0,-0.5
5/23/17,65,0,0,-0.9
5/24/17,61,0,0,-0.6
5/25/17,50,0,0,-0.6
5/26/17,48,0,0,-0.4
5/27/17,56,0,0,-0.6
5/28/17,62,0,0,-0.6
5/29/17,65,0,0,-0.4
5/30/17,68,0,0,-0.1
5/31/17,62,0,0,-0.5
6/1/17,56,0,0,-0.4
6/2/17,61,0,0,-0.4
6/3/17,66,0,0,-0.3
6/4/17,64,0,0,-0.5
6/5/17,60,0,0,-0.3
6/6/17,68,0,0,-0.3
6/7/17,69,0,0,-0.4
6/8/17,56,0,0,-0.2
6/9/17,49,0.1,0.1,-0.6
6/10/17,49,0,-0.1,-0.6
6/11/17,44,0.3,0.3,-0.3
6/12/17,39,2.1,1.8,-0.2
6/13/17,48,0,-2.1,13.8
6/14/17,57,0,0,-2.3
6/15/17,62,0,0,-1.1
6/16/17,65,0,0,-0.9
6/17/17,60,0,0,-0.7
6/18/17,67,0,0,-0.9
6/19/17,73,0,0,-0.6
6/20/17,76,0,0,-0.9
6/21/17,71,0,0,-0.7
6/22/17,64,0,0,-0.7
6/23/17,65,0,0,-0.7
6/24/17,69,0,0,-0.8
6/25/17,72,0,0,-0.3
6/26/17,72,0,0,-0.8
6/27/17,66,0,0,-0.4
6/28/17,65,0,0,-0.4
6/29/17,64,0,0,-0.6
6/30/17,65,0,0,-0.3
7/1/17,72,0,0,-0.3
7/2/17,73,0,0,-0.1
7/3/17,74,0,0,-0.2
7/4/17,75,0,0,-0.1
7/5/17,74,0,0,0.2
7/6/17,76,0,0,-0.4
7/7/17,77,0,0,0
7/8/17,78,0,0,-0.1
7/9/17,77,0,0,0
7/10/17,73,0,0,-0.1
7/11/17,71,0,0,-0.3
7/12/17,73,0,0,-0.2
7/13/17,75,0,0,0.1
7/14/17,75,0,0,0.1
7/15/17,76,0,0,0
7/16/17,73,0,0,-0.3
7/17/17,71,0,0,0
7/18/17,70,0,0,0
7/19/17,70,0,0,-0.1
7/20/17,70,0,0,0
7/21/17,71,0,0,-0.1
7/22/17,74,0,0,-0.1
7/23/17,77,0,0,0.1
7/24/17,71,0,0,0.2
7/25/17,69,0,0,-0.3
7/26/17,67,0.1,0.1,0
7/27/17,67,0,-0.1,-0.4
7/28/17,73,0,0,0
7/29/17,75,0,0,0
7/30/17,74,0,0,0.4
7/31/17,77,0,0,-0.2
8/1/17,79,0,0,0.1
8/2/17,78,0,0,0
8/3/17,79,0,0,-0.1
8/4/17,78,0.1,0.1,0.2
8/5/17,74,0,-0.1,-0.2
8/6/17,67,0,0,0.1
8/7/17,67,0,0,-0.4
8/8/17,68,0,0,0.1
8/9/17,68,0,0,-0.1
8/10/17,69,0,0,0.1
8/11/17,71,0,0,0
8/12/17,71,0,0,0
8/13/17,69,0,0,0
8/14/17,57,0.1,0.1,-0.2
8/15/17,65,0,-0.1,-0.2
8/16/17,69,0,0,-0.1
8/17/17,69,0,0,0.2
8/18/17,71,0,0,0
8/19/17,72,0,0,-0.1
8/20/17,70,0,0,0.1
8/21/17,70,0,0,-0.1
8/22/17,70,0,0,0
8/23/17,67,0,0,-0.1
8/24/17,69,0,0,0.2
8/25/17,72,0,0,-0.2
8/26/17,75,0,0,0.1
8/27/17,77,0,0,0
8/28/17,77,0,0,0.3
8/29/17,74,0,0,-0.1
8/30/17,71,0,0,-0.3
8/31/17,70,0,0,0
9/1/17,72,0,0,0
9/2/17,76,0,0,0
9/3/17,79,0,0,-0.1
9/4/17,79,0,0,0.2
9/5/17,78,0,0,0.1
9/6/17,75,0,0,-0.2
9/7/17,70,0,0,0.1
9/8/17,68,0.1,0.1,0
9/9/17,66,0,-0.1,-0.2
9/10/17,68,0,0,0.1
9/11/17,71,0,0,-0.3
9/12/17,68,0,0,0.1
9/13/17,65,0.1,0.1,-0.1
9/14/17,57,0.1,0,0
9/15/17,49,0,-0.1,-0.4
9/16/17,50,0,0,-0.3
9/17/17,56,0.1,0.1,0
9/18/17,53,0,-0.1,-0.1
9/19/17,45,0,0,-0.3
9/20/17,48,0.2,0.2,0.1
9/21/17,37,0,-0.2,0
9/22/17,38,0,0,-0.4
9/23/17,41,0.1,0.1,0
9/24/17,45,0,-0.1,0
9/25/17,49,0,0,-0.2
9/26/17,51,0,0,0.1
9/27/17,53,0,0,0
9/28/17,56,0,0,0.3
9/29/17,58,0,0,-0.4
9/30/17,52,0,0,0.3
10/1/17,42,0.1,0.1,0
10/2/17,37,0,-0.1,-0.1
10/3/17,42,0,0,-0.2
10/4/17,44,0,0,0
10/5/17,47,0,0,0
10/6/17,53,0,0,-0.2
10/7/17,56,0,0,0.1
10/8/17,39,0,0,0
10/9/17,40,0,0,0.1
10/10/17,48,0,0,0
10/11/17,45,0,0,-0.1
10/12/17,38,0,0,-0.2
10/13/17,40,0,0,-0.1
10/14/17,35,0,0,0.1
10/15/17,47,0,0,0.1
10/16/17,54,0,0,0.1
10/17/17,57,0,0,-0.2
10/18/17,56,0,0,0.2
10/19/17,56,0.2,0.2,0
10/20/17,36,0.3,0.1,0.2
10/21/17,36,0.1,-0.2,-0.5
10/22/17,49,0,-0.1,-0.2
10/23/17,51,0.3,0.3,0.5
10/24/17,56,0,-0.3,0.1
10/25/17,57,0,0,0
10/26/17,54,0,0,0.1
10/27/17,54,0,0,0
10/28/17,57,0,0,-0.1
10/29/17,58,0,0,0.2
10/30/17,49,0,0,-0.1
10/31/17,43,0,0,0.2
11/1/17,51,0,0,-0.5
11/2/17,47,0,0,0.2
11/3/17,42,0.4,0.4,0.1
11/4/17,34,1.5,1.1,-0.3
11/5/17,35,0.1,-1.4,-0.1
11/6/17,32,0,-0.1,0
11/7/17,31,0,0,0
11/8/17,39,0.2,0.2,2.3
11/9/17,44,0.1,-0.1,1.9
11/10/17,42,0.1,0,5.3
11/11/17,38,0,-0.1,4.1
11/12/17,44,0.1,0.1,0.1
11/13/17,45,0.1,0,0.3
11/14/17,40,0,-0.1,0.3
11/15/17,42,1,1,-0.1
11/16/17,42,0.7,-0.3,3.6
11/17/17,30,0.4,-0.3,-1.6
11/18/17,31,0,-0.4,-1.5
11/19/17,39,0.2,0.2,-0.9
11/20/17,45,0.3,0.1,-0.4
11/21/17,49,0,-0.3,2.7
11/22/17,53,0,0,-0.4
11/23/17,54,0,0,-1.1
11/24/17,45,0.1,0.1,-0.6
11/25/17,49,0,-0.1,0.5
11/26/17,54,0,0,-0.6
11/27/17,38,0.7,0.7,-0.5
11/28/17,35,0,-0.7,1.9
11/29/17,33,0,0,-1.4
11/30/17,35,0.1,0.1,-0.8
12/1/17,37,0,-0.1,-1
12/2/17,41,0,0,0.2
12/3/17,30,0.4,0.4,-0.8
12/4/17,24,0,-0.4,0.3
12/5/17,28,0,0,0
12/6/17,35,0,0,-0.6
12/7/17,39,0,0,-0.4
12/8/17,43,0.2,0.2,-0.4
12/9/17,45,0,-0.2,-0.5
12/10/17,47,0,0,-0.4
12/11/17,46,0,0,-0.2
12/12/17,44,0,0,-0.4
12/13/17,42,0,0,-0.3
12/14/17,38,0,0,-0.2
12/15/17,36,0,0,-0.4
12/16/17,27,0,0,-0.2
12/17/17,26,0,0,-0.1
12/18/17,31,0,0,-0.2
12/19/17,40,0,0,-0.4
12/20/17,27,0.1,0.1,-0.4
12/21/17,23,0,-0.1,0.1
12/22/17,27,0.2,0.2,-0.1
12/23/17,34,0,-0.2,-0.5
12/24/17,32,0,0,-0.2
12/25/17,38,0,0,-0.1
12/26/17,37,0,0,0
12/27/17,41,0,0,-0.2
12/28/17,41,0,0,-0.4
12/29/17,49,0,0,-0.6
12/30/17,44,0,0,-0.4
12/31/17,37,0,0,0.5
1/1/18,42,0,0,0.4
1/2/18,44,0,0,0.2
